go_name,go_id,rel_type,parent_terms
positive regulation of insulin secretion involved in cellular response to glucose stimulus,GO:0035774,IS_A,GO:0061178|GO:0032024
pronephric proximal tubule development,GO:0035776,IS_A,GO:0039020|GO:0072014
pronephric distal tubule development,GO:0035777,IS_A,GO:0039020|GO:0072017
pronephric nephron tubule epithelial cell differentiation,GO:0035778,IS_A,GO:0039014|GO:0072160
CD4-positive,GO:0035783,IS_A,GO:2000516|GO:0031295
nickel cation homeostasis,GO:0035784,IS_A,GO:0055076|GO:0072507
positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,GO:0035793,IS_A,GO:2000591|GO:1900238
positive regulation of mitochondrial membrane permeability,GO:0035794,IS_A,GO:1905710|GO:0046902
negative regulation of mitochondrial membrane permeability,GO:0035795,IS_A,GO:0046902|GO:1905709
modulation of blood coagulation in other organism,GO:0035806,IS_A,GO:0035821|GO:0030193
positive regulation of blood coagulation in other organism,GO:0035807,IS_A,GO:0030194|GO:0035806
regulation of urine volume,GO:0035809,IS_A,GO:0050878|GO:0003014
renal sodium excretion,GO:0035812,IS_A,GO:0003014|GO:0007588
positive regulation of urine volume by pressure natriuresis,GO:0035818,IS_A,GO:0003095|GO:0035810
positive regulation of renal sodium excretion by pressure natriuresis,GO:0035819,IS_A,GO:0003095|GO:0035815
negative regulation of renal sodium excretion by angiotensin,GO:0035820,IS_A,GO:0003083|GO:0035814
palmatine biosynthetic process,GO:0035831,IS_A,GO:0035830|GO:0033075
berbamunine biosynthetic process,GO:0035833,IS_A,GO:0035832|GO:0009708
indole alkaloid biosynthetic process,GO:0035835,IS_A,GO:0035834|GO:0009821
ergot alkaloid metabolic process,GO:0035836,IS_A,GO:0019748|GO:0046447
oviduct epithelium development,GO:0035846,IS_A,GO:0048608|GO:0060429
epithelial cell differentiation involved in kidney development,GO:0035850,IS_A,GO:0061005|GO:0030855
chromosome passenger complex localization to spindle midzone,GO:0035853,IS_A,GO:0044380|GO:0034629
megakaryocyte development,GO:0035855,IS_A,GO:0098751|GO:0061515
dITP metabolic process,GO:0035862,IS_A,GO:0009151|GO:0009215
cellular response to potassium ion,GO:0035865,IS_A,GO:0071248|GO:0035864
lactate transmembrane transport,GO:0035873,IS_A,GO:1905039|GO:0015727
cellular response to copper ion starvation,GO:0035874,IS_A,GO:0009267|GO:0120126
arabinan biosynthetic process,GO:0035884,IS_A,GO:0000271|GO:0031221
modulation of mast cell degranulation in other organism,GO:0035895,IS_A,GO:0043304|GO:0035821
positive regulation of mast cell degranulation in other organism,GO:0035896,IS_A,GO:0043306|GO:0035895
proteolysis in other organism,GO:0035897,IS_A,GO:0006508|GO:0044033
negative regulation of blood coagulation in other organism,GO:0035899,IS_A,GO:0035806|GO:0030195
cellular response to isolation stress,GO:0035901,IS_A,GO:0033554|GO:0035900
cellular response to immobilization stress,GO:0035903,IS_A,GO:0033554|GO:0035902
negative regulation of calcium channel activity in other organism,GO:0035917,IS_A,GO:0052204|GO:0035916
desmosome disassembly,GO:0035921,IS_A,GO:0002934|GO:0150147
rRNA import into mitochondrion,GO:0035928,IS_A,GO:0051029|GO:0035927
steroid hormone secretion,GO:0035929,IS_A,GO:0060986|GO:0140353
aldosterone secretion,GO:0035932,IS_A,GO:0015850|GO:0035931
corticosterone secretion,GO:0035934,IS_A,GO:0035933|GO:0015850
negative regulation of peptidase activity in other organism,GO:0035940,IS_A,GO:0044362|GO:0010466
androstenedione secretion,GO:0035941,IS_A,GO:0046879|GO:0140353
cellular response to interleukin-13,GO:0035963,IS_A,GO:0071345|GO:0035962
response to topologically incorrect protein,GO:0035966,IS_A,GO:0006950|GO:0010033
histone H2A-S139 phosphorylation,GO:0035978,IS_A,GO:0035404|GO:1990164
detection of muscle stretch,GO:0035995,IS_A,GO:0035994|GO:0050982
tetrahydrofolate interconversion,GO:0035999,IS_A,GO:0046653|GO:0006730
positive regulation of transcription from RNA polymerase II promoter in response to stress,GO:0036003,IS_A,GO:0043618|GO:0045944
cellular response to macrophage colony-stimulating factor stimulus,GO:0036006,IS_A,GO:0036005|GO:0071345
cellular response to interleukin-3,GO:0036016,IS_A,GO:0071345|GO:0036015
cellular response to erythropoietin,GO:0036018,IS_A,GO:0071345|GO:0036017
embryonic skeletal limb joint morphogenesis,GO:0036023,IS_A,GO:0060272|GO:0036022
osteoclast development,GO:0036035,IS_A,GO:0098751|GO:0061515
peptidyl-lysine demalonylation,GO:0036047,IS_A,GO:0018205|GO:0036046
peptidyl-lysine desuccinylation,GO:0036049,IS_A,GO:0036048|GO:0018205
peptidyl-lysine succinylation,GO:0036050,IS_A,GO:0018205|GO:0018335
nephrocyte diaphragm assembly,GO:0036059,IS_A,GO:0034333|GO:0036058
muscle cell chemotaxis toward tendon cell,GO:0036061,IS_A,GO:0060326|GO:0014812
light-dependent bacteriochlorophyll biosynthetic process,GO:0036069,IS_A,GO:0030494|GO:0036067
light-independent bacteriochlorophyll biosynthetic process,GO:0036070,IS_A,GO:0030494|GO:0036068
GDP-fucose import into endoplasmic reticulum lumen,GO:0036084,IS_A,GO:0015783|GO:0046967
positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation,GO:0036086,IS_A,GO:0036003|GO:0033217
cleavage furrow formation,GO:0036089,IS_A,GO:0032506|GO:0099024
cleavage furrow ingression,GO:0036090,IS_A,GO:0099024|GO:0032506
germ cell proliferation,GO:0036093,IS_A,GO:0008283|GO:0022412
leukotriene catabolic process,GO:0036100,IS_A,GO:0006691|GO:0046395
very long-chain fatty-acyl-CoA catabolic process,GO:0036113,IS_A,GO:0036115|GO:0036111
medium-chain fatty-acyl-CoA catabolic process,GO:0036114,IS_A,GO:0036112|GO:0036115
long-chain fatty-acyl-CoA catabolic process,GO:0036116,IS_A,GO:0036115|GO:0035336
response to platelet-derived growth factor,GO:0036119,IS_A,GO:0070848|GO:0009719
histone H3-K9 dimethylation,GO:0036123,IS_A,GO:0051567|GO:0018027
histone H3-K9 trimethylation,GO:0036124,IS_A,GO:0051567|GO:0018023
peptidyl-histidine hydroxylation,GO:0036138,IS_A,GO:0018126|GO:0018202
cellular response to mycotoxin,GO:0036146,IS_A,GO:0097237|GO:0010046
triglyceride acyl-chain remodeling,GO:0036153,IS_A,GO:0036155|GO:0006641
diacylglycerol acyl-chain remodeling,GO:0036154,IS_A,GO:0046339|GO:0036155
invasive growth in response to heat,GO:0036165,IS_A,GO:0036267|GO:0036168
phenotypic switching in response to host,GO:0036167,IS_A,GO:0036166|GO:0075136
filamentous growth of a population of unicellular organisms in response to heat,GO:0036168,IS_A,GO:0009408|GO:0044182
filamentous growth of a population of unicellular organisms in response to starvation,GO:0036170,IS_A,GO:0044182|GO:0042594
thiamine salvage,GO:0036172,IS_A,GO:0008655|GO:0009228
filamentous growth of a population of unicellular organisms in response to pH,GO:0036177,IS_A,GO:0044182|GO:0009268
filamentous growth of a population of unicellular organisms in response to neutral pH,GO:0036178,IS_A,GO:0036176|GO:0036177
filamentous growth of a population of unicellular organisms in response to biotic stimulus,GO:0036180,IS_A,GO:0044182|GO:0009607
zymosterol metabolic process,GO:0036196,IS_A,GO:1902652|GO:0016125
dTMP salvage,GO:0036198,IS_A,GO:0010139|GO:0006231
protein modification process in other organism,GO:0036210,IS_A,GO:0036211|GO:0044033
protein modification process,GO:0036211,IS_A,GO:0043412|GO:0019538
contractile ring maintenance,GO:0036212,IS_A,GO:0032506|GO:0043954
contractile ring localization,GO:0036214,IS_A,GO:0051179|GO:0032506
cellular response to stem cell factor stimulus,GO:0036216,IS_A,GO:0071345|GO:0036215
protein localization to nuclear inner membrane,GO:0036228,IS_A,GO:0090435|GO:0072657
cellular response to neutral pH,GO:0036244,IS_A,GO:0071467|GO:0036176
cellular response to menadione,GO:0036245,IS_A,GO:0071310|GO:1901655
phytochelatin 2 import into vacuole,GO:0036246,IS_A,GO:0071995|GO:0035672
phytochelatin 3 import into vacuole,GO:0036247,IS_A,GO:0035672|GO:0071995
phytochelatin 4 import into vacuole,GO:0036248,IS_A,GO:0071995|GO:0035672
positive regulation of transcription from RNA polymerase II promoter in response to menadione,GO:0036252,IS_A,GO:0036003|GO:1901522
response to amiloride,GO:0036253,IS_A,GO:0010243|GO:0014070
cellular response to methylamine,GO:0036256,IS_A,GO:0071418|GO:0036255
multivesicular body assembly,GO:0036258,IS_A,GO:0036257|GO:0070925
7-methylguanosine cap hypermethylation,GO:0036261,IS_A,GO:0001510|GO:0036260
response to statin,GO:0036273,IS_A,GO:0010033|GO:1901700
positive regulation of transcription from RNA polymerase II promoter in response to nitrogen starvation,GO:0036278,IS_A,GO:0006995|GO:0045944
positive regulation of protein export from nucleus in response to glucose starvation,GO:0036279,IS_A,GO:0046827|GO:0042149
cellular response to L-canavanine,GO:0036280,IS_A,GO:0071230|GO:1901354
peptidyl-serine autophosphorylation,GO:0036289,IS_A,GO:0018105|GO:0046777
cellular response to decreased oxygen levels,GO:0036294,IS_A,GO:0036293|GO:0071453
cellular response to increased oxygen levels,GO:0036295,IS_A,GO:0036296|GO:0071453
recombinational interstrand cross-link repair,GO:0036298,IS_A,GO:0036297|GO:0000725
non-recombinational interstrand cross-link repair,GO:0036299,IS_A,GO:0000726|GO:0036297
SREBP-SCAP complex retention in endoplasmic reticulum,GO:0036316,IS_A,GO:0035437|GO:2000639
chitin-based cuticle sclerotization by biomineralization,GO:0036340,IS_A,GO:0007593|GO:0031214
cellular response to L-cysteine,GO:0036346,IS_A,GO:0071230|GO:1901367
renal potassium excretion,GO:0036359,IS_A,GO:0007588|GO:0003014
sodium ion export across plasma membrane,GO:0036376,IS_A,GO:0140115|GO:0035725
histone citrullination,GO:0036414,IS_A,GO:0016570|GO:0018101
regulation of tRNA stability,GO:0036415,IS_A,GO:1902370|GO:0043487
synaptic vesicle recycling,GO:0036465,IS_A,GO:0006810|GO:0051649
synaptic vesicle recycling via endosome,GO:0036466,IS_A,GO:0036465|GO:0046907
cellular response to glyoxal,GO:0036471,IS_A,GO:0110096|GO:0071310
neuron death in response to oxidative stress,GO:0036475,IS_A,GO:0070997|GO:0036473
neuron death in response to hydrogen peroxide,GO:0036476,IS_A,GO:0036475|GO:0036474
neuron intrinsic apoptotic signaling pathway in response to hydrogen peroxide,GO:0036482,IS_A,GO:0036481|GO:0036480
regulation of translation in response to endoplasmic reticulum stress,GO:0036490,IS_A,GO:0034976|GO:0043555
regulation of translation initiation in response to endoplasmic reticulum stress,GO:0036491,IS_A,GO:0036490|GO:0043558
eiF2alpha phosphorylation in response to endoplasmic reticulum stress,GO:0036492,IS_A,GO:0010998|GO:0036491
positive regulation of translation in response to endoplasmic reticulum stress,GO:0036493,IS_A,GO:0036490|GO:0032056
eIF2alpha dephosphorylation in response to endoplasmic reticulum stress,GO:0036497,IS_A,GO:0036496|GO:0036491
modulation by symbiont of host protein localization to phagocytic vesicle,GO:0036521,IS_A,GO:1905169|GO:0044068
negative regulation by symbiont of host protein localization to phagocytic vesicle,GO:0036522,IS_A,GO:1905170|GO:0036521
induction by symbiont of host cytokine production,GO:0036523,IS_A,GO:0001819|GO:0052390
protein deglycation,GO:0036525,IS_A,GO:0006464|GO:0030091
peptidyl-cysteine deglycation,GO:0036526,IS_A,GO:0036525|GO:0018198
peptidyl-arginine deglycation,GO:0036527,IS_A,GO:0036525|GO:0018195
peptidyl-lysine deglycation,GO:0036528,IS_A,GO:0036525|GO:0018205
regulation of signal transduction by receptor internalization,GO:0038009,IS_A,GO:0009966|GO:0031623
positive regulation of signal transduction by receptor internalization,GO:0038010,IS_A,GO:0009967|GO:0038009
negative regulation of signal transduction by receptor internalization,GO:0038011,IS_A,GO:0009968|GO:0038009
termination of G protein-coupled receptor signaling pathway,GO:0038032,IS_A,GO:0023021|GO:0045744
G protein-coupled receptor signaling in absence of ligand,GO:0038035,IS_A,GO:0007186|GO:0038034
cross-receptor inhibition within G protein-coupled receptor heterodimer,GO:0038041,IS_A,GO:2000272|GO:0008277
BMP secretion,GO:0038055,IS_A,GO:0023061|GO:0009306
negative regulation of BMP signaling pathway by negative regulation of BMP secretion,GO:0038056,IS_A,GO:0030514|GO:2001285
nitric oxide-cGMP-mediated signaling pathway,GO:0038060,IS_A,GO:0019934|GO:0007263
collagen-activated tyrosine kinase receptor signaling pathway,GO:0038063,IS_A,GO:0007169|GO:0038065
peptidyl-tyrosine autophosphorylation,GO:0038083,IS_A,GO:0018108|GO:0046777
VEGF-activated platelet-derived growth factor receptor signaling pathway,GO:0038086,IS_A,GO:0048008|GO:0038084
VEGF-activated platelet-derived growth factor receptor-alpha signaling pathway,GO:0038087,IS_A,GO:0038086|GO:0035790
VEGF-activated platelet-derived growth factor receptor-beta signaling pathway,GO:0038088,IS_A,GO:0035791|GO:0038086
positive regulation of cell migration by vascular endothelial growth factor signaling pathway,GO:0038089,IS_A,GO:0030335|GO:0038084
positive regulation of cell migration by VEGF-activated platelet derived growth factor receptor signaling pathway,GO:0038090,IS_A,GO:0038089|GO:0038086
positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway,GO:0038091,IS_A,GO:0038086|GO:0008284
sequestering of BMP from receptor via BMP binding,GO:0038098,IS_A,GO:0035581|GO:0030514
nodal signaling pathway involved in determination of left/right asymmetry,GO:0038107,IS_A,GO:1900094|GO:0038092
negative regulation of appetite by leptin-mediated signaling pathway,GO:0038108,IS_A,GO:0033210|GO:0032099
Kit signaling pathway,GO:0038109,IS_A,GO:0007169|GO:0019221
CCL19-activated CCR7 signaling pathway,GO:0038119,IS_A,GO:0038115|GO:0038118
CCL21-activated CCR7 signaling pathway,GO:0038120,IS_A,GO:0038116|GO:0038118
ERBB2-ERBB3 signaling pathway,GO:0038133,IS_A,GO:0038128|GO:0038129
ERBB2-EGFR signaling pathway,GO:0038134,IS_A,GO:0038128|GO:0007173
ERBB2-ERBB4 signaling pathway,GO:0038135,IS_A,GO:0038128|GO:0038130
ERBB3-ERBB4 signaling pathway,GO:0038136,IS_A,GO:0038130|GO:0038129
ERBB4-EGFR signaling pathway,GO:0038137,IS_A,GO:0038130|GO:0007173
CCL2-activated CCR2 signaling pathway,GO:0038151,IS_A,GO:0038150|GO:0038148
mitochondrion inheritance,GO:0000001,IS_A,GO:0048311|GO:0048308
vacuole inheritance,GO:0000011,IS_A,GO:0007033|GO:0048308
mitotic spindle elongation,GO:0000022,IS_A,GO:0051231|GO:1903047
maltose biosynthetic process,GO:0000024,IS_A,GO:0046351|GO:0000023
maltose catabolic process,GO:0000025,IS_A,GO:0046352|GO:0000023
cell wall mannoprotein biosynthetic process,GO:0000032,IS_A,GO:0031506|GO:0006057
autophagosome assembly,GO:0000045,IS_A,GO:0070925|GO:1905037
mitotic sister chromatid segregation,GO:0000070,IS_A,GO:0000819|GO:1903047
initial mitotic spindle pole body separation,GO:0000073,IS_A,GO:0110100|GO:1903047
DNA damage checkpoint,GO:0000077,IS_A,GO:0006974|GO:0031570
regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0000079,IS_A,GO:0071900|GO:1904029
sulfur amino acid transport,GO:0000101,IS_A,GO:0006865|GO:0072348
histidine biosynthetic process,GO:0000105,IS_A,GO:0008652|GO:0006547
regulation of transcription involved in G2/M transition of mitotic cell cycle,GO:0000117,IS_A,GO:0006355|GO:1903047
flocculation,GO:0000128,IS_A,GO:0051703|GO:0098610
establishment of mitotic spindle orientation,GO:0000132,IS_A,GO:0051294|GO:0040001
osmosensory signaling MAPK cascade,GO:0000161,IS_A,GO:0007231|GO:0051403
activation of MAPKKK activity,GO:0000185,IS_A,GO:0032147|GO:0043406
meiotic spindle organization,GO:0000212,IS_A,GO:0007051|GO:1903046
microtubule cytoskeleton organization,GO:0000226,IS_A,GO:0007017|GO:0007010
mitochondrial fission,GO:0000266,IS_A,GO:0048285|GO:0007005
mitotic cytokinesis,GO:0000281,IS_A,GO:0061640|GO:1903047
cellular bud site selection,GO:0000282,IS_A,GO:0030010|GO:1903047
deadenylation-dependent decapping of nuclear-transcribed mRNA,GO:0000290,IS_A,GO:0110156|GO:0000956
spermine transport,GO:0000296,IS_A,GO:0006812|GO:0015846
response to reactive oxygen species,GO:0000302,IS_A,GO:0006979|GO:1901700
response to singlet oxygen,GO:0000304,IS_A,GO:0010035|GO:0000302
response to oxygen radical,GO:0000305,IS_A,GO:0000302|GO:0010035
sulfite transport,GO:0000316,IS_A,GO:0015698|GO:0072348
re-entry into mitotic cell cycle after pheromone arrest,GO:0000321,IS_A,GO:0000754|GO:0000320
regulation of transposition,GO:0000337,IS_A,GO:0000018|GO:0010528
intergenic mRNA trans splicing,GO:0000366,IS_A,GO:0000365|GO:0000380
carbon catabolite repression of transcription by galactose,GO:0000410,IS_A,GO:0045013|GO:0000409
positive regulation of transcription by galactose,GO:0000411,IS_A,GO:0000409|GO:0045991
histone peptidyl-prolyl isomerization,GO:0000412,IS_A,GO:0000413|GO:0016570
negative regulation of histone H3-K36 methylation,GO:0000415,IS_A,GO:0031061|GO:0000414
positive regulation of histone H3-K36 methylation,GO:0000416,IS_A,GO:0031062|GO:0000414
autophagy of mitochondrion,GO:0000422,IS_A,GO:0006914|GO:0061726
micromitophagy,GO:0000424,IS_A,GO:0000422|GO:0016237
pexophagy,GO:0000425,IS_A,GO:0061912|GO:0030242
micropexophagy,GO:0000426,IS_A,GO:0030242|GO:0016237
carbon catabolite regulation of transcription from RNA polymerase II promoter,GO:0000429,IS_A,GO:0006357|GO:0045990
regulation of transcription from RNA polymerase II promoter by glucose,GO:0000430,IS_A,GO:0046015|GO:0000429
regulation of transcription from RNA polymerase II promoter by galactose,GO:0000431,IS_A,GO:0000409|GO:0000429
carbon catabolite repression of transcription from RNA polymerase II promoter by glucose,GO:0000433,IS_A,GO:0061987|GO:0045014
exonucleolytic trimming involved in rRNA processing,GO:0000459,IS_A,GO:0090503|GO:0000469
endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA,GO:0000461,IS_A,GO:0000479|GO:0031125
exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA,GO:0000465,IS_A,GO:0000459|GO:0000967
exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA,GO:0000467,IS_A,GO:0000459|GO:0031125
endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA,GO:0000472,IS_A,GO:0000967|GO:0000479
generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA,GO:0000477,IS_A,GO:0000967|GO:0000469
endonucleolytic cleavage involved in rRNA processing,GO:0000478,IS_A,GO:0000469|GO:0090502
box C/D snoRNA 3'-end processing,GO:0000494,IS_A,GO:0031126|GO:0034963
box H/ACA snoRNA 3'-end processing,GO:0000495,IS_A,GO:0031126|GO:0034964
embryonic axis specification,GO:0000578,IS_A,GO:0009798|GO:0009880
meiotic DNA double-strand break processing,GO:0000706,IS_A,GO:1903046|GO:0000729
meiotic DNA recombinase assembly,GO:0000707,IS_A,GO:0000730|GO:0061982
meiotic strand invasion,GO:0000708,IS_A,GO:0061982|GO:0042148
meiotic mismatch repair,GO:0000710,IS_A,GO:0061982|GO:0006298
meiotic DNA repair synthesis,GO:0000711,IS_A,GO:0000731|GO:0061982
meiotic strand displacement,GO:0000714,IS_A,GO:0000732|GO:0061982
pyrimidine dimer repair by nucleotide-excision repair,GO:0000720,IS_A,GO:0006290|GO:0006289
telomere maintenance via recombination,GO:0000722,IS_A,GO:0006312|GO:0000723
recombinational repair,GO:0000725,IS_A,GO:0006281|GO:0006310
DNA recombinase assembly,GO:0000730,IS_A,GO:0090735|GO:0065004
DNA strand renaturation,GO:0000733,IS_A,GO:0006259|GO:0032392
DNA catabolic process,GO:0000737,IS_A,GO:0090305|GO:0006308
DNA catabolic process,GO:0000738,IS_A,GO:0090305|GO:0006308
karyogamy involved in conjugation with cellular fusion,GO:0000742,IS_A,GO:0022414|GO:0000741
nuclear migration involved in conjugation with cellular fusion,GO:0000743,IS_A,GO:0022414|GO:0030473
response to pheromone triggering conjugation with cellular fusion,GO:0000749,IS_A,GO:0031139|GO:0071444
agglutination involved in conjugation with cellular fusion,GO:0000752,IS_A,GO:0022414|GO:0000771
cell morphogenesis involved in conjugation with cellular fusion,GO:0000753,IS_A,GO:0003006|GO:0000767
adaptation to pheromone regulating conjugation with mutual genetic exchange,GO:0000760,IS_A,GO:0022401|GO:0000756
response to pheromone regulating pheromone-induced unidirectional conjugation,GO:0000765,IS_A,GO:0046999|GO:0019236
syncytium formation by plasma membrane fusion,GO:0000768,IS_A,GO:0140253|GO:0006949
peptide pheromone export,GO:0000770,IS_A,GO:0015833|GO:0009914
agglutination involved in conjugation,GO:0000771,IS_A,GO:0098610|GO:0051703
sister chromatid segregation,GO:0000819,IS_A,GO:0051276|GO:0098813
assembly of actomyosin apparatus involved in cytokinesis,GO:0000912,IS_A,GO:0032506|GO:0022607
preprophase band assembly,GO:0000913,IS_A,GO:0022402|GO:0022607
actomyosin contractile ring assembly,GO:0000915,IS_A,GO:0044837|GO:0000912
cell plate assembly,GO:0000919,IS_A,GO:0022607|GO:0022402
amino acid catabolic process to alcohol via Ehrlich pathway,GO:0000947,IS_A,GO:0000955|GO:0046165
amino acid catabolic process to carboxylic acid via Ehrlich pathway,GO:0000948,IS_A,GO:0046394|GO:0000955
aromatic amino acid family catabolic process to alcohol via Ehrlich pathway,GO:0000949,IS_A,GO:0000947|GO:0009074
branched-chain amino acid catabolic process to alcohol via Ehrlich pathway,GO:0000950,IS_A,GO:0009083|GO:0000947
aromatic amino acid family catabolic process to carboxylic acid via Ehrlich pathway,GO:0000952,IS_A,GO:0009074|GO:0000948
branched-chain amino acid catabolic process to carboxylic acid via Ehrlich pathway,GO:0000953,IS_A,GO:0009083|GO:0000948
mitochondrial RNA catabolic process,GO:0000957,IS_A,GO:0006401|GO:0000959
mitochondrial mRNA catabolic process,GO:0000958,IS_A,GO:0000957|GO:0006402
regulation of mitochondrial RNA catabolic process,GO:0000960,IS_A,GO:0031329|GO:0051252
negative regulation of mitochondrial RNA catabolic process,GO:0000961,IS_A,GO:1902369|GO:0000960
mitochondrial RNA 5'-end processing,GO:0000964,IS_A,GO:0000963|GO:0000966
mitochondrial RNA 3'-end processing,GO:0000965,IS_A,GO:0000963|GO:0031123
rRNA 5'-end processing,GO:0000967,IS_A,GO:0006364|GO:0034471
snoRNA transcription by RNA polymerase III,GO:0001014,IS_A,GO:0006383|GO:0009302
snoRNA transcription by RNA polymerase II,GO:0001015,IS_A,GO:0006366|GO:0009302
nitrogen catabolite regulation of transcription from RNA polymerase II promoter,GO:0001079,IS_A,GO:0090293|GO:0006357
nitrogen catabolite activation of transcription from RNA polymerase II promoter,GO:0001080,IS_A,GO:0090294|GO:0001079
nitrogen catabolite repression of transcription from RNA polymerase II promoter,GO:0001081,IS_A,GO:0001079|GO:0090295
negative regulation of exit from mitosis,GO:0001100,IS_A,GO:0007096|GO:1901991
protein-DNA-RNA complex assembly,GO:0001116,IS_A,GO:0034622|GO:0001115
protein-DNA-RNA complex disassembly,GO:0001117,IS_A,GO:0001115|GO:0032984
protein-DNA-RNA complex remodeling,GO:0001119,IS_A,GO:0034367|GO:0001115
protein-DNA complex remodeling,GO:0001120,IS_A,GO:0034367|GO:0071824
regulation of mating-type specific transcription from RNA polymerase II promoter,GO:0001196,IS_A,GO:0006357|GO:0007532
positive regulation of mating-type specific transcription from RNA polymerase II promoter,GO:0001197,IS_A,GO:0045895|GO:0001196
negative regulation of mating-type specific transcription from RNA polymerase II promoter,GO:0001198,IS_A,GO:0045894|GO:0001196
age-dependent response to reactive oxygen species,GO:0001315,IS_A,GO:0000302|GO:0001306
formation of extrachromosomal circular DNA,GO:0001325,IS_A,GO:0022607|GO:0006259
chlamydospore formation,GO:0001410,IS_A,GO:0043936|GO:0048468
RNA methylation,GO:0001510,IS_A,GO:0009451|GO:0043414
prostaglandin biosynthetic process,GO:0001516,IS_A,GO:0006693|GO:0046457
ovulation from ovarian follicle,GO:0001542,IS_A,GO:0030728|GO:0022602
primary ovarian follicle growth,GO:0001545,IS_A,GO:0040007|GO:0022602
preantral ovarian follicle growth,GO:0001546,IS_A,GO:0022602|GO:0040007
ovarian cumulus expansion,GO:0001550,IS_A,GO:0022602|GO:0040007
regulation of cell growth,GO:0001558,IS_A,GO:0040008|GO:0051128
detection of protozoan,GO:0001563,IS_A,GO:0098543|GO:0001562
ganglioside metabolic process,GO:0001573,IS_A,GO:0006672|GO:0006687
globoside biosynthetic process,GO:0001576,IS_A,GO:0006688|GO:0001575
medium-chain fatty acid transport,GO:0001579,IS_A,GO:0006869|GO:0015718
fever generation,GO:0001660,IS_A,GO:0031649|GO:0006953
conditioned taste aversion,GO:0001661,IS_A,GO:0008306|GO:0007631
behavioral fear response,GO:0001662,IS_A,GO:0042596|GO:0002209
response to hypoxia,GO:0001666,IS_A,GO:0006950|GO:0036293
cellular glucose homeostasis,GO:0001678,IS_A,GO:0055082|GO:0042593
gastric acid secretion,GO:0001696,IS_A,GO:0022600|GO:0046717
establishment of imaginal disc-derived wing hair orientation,GO:0001737,IS_A,GO:0009886|GO:0001736
somite specification,GO:0001757,IS_A,GO:0007379|GO:0009880
beta-alanine transport,GO:0001762,IS_A,GO:0015804|GO:0046942
morphogenesis of a branching structure,GO:0001763,IS_A,GO:0032501|GO:0009653
membrane raft assembly,GO:0001765,IS_A,GO:0071709|GO:0031579
leukocyte homeostasis,GO:0001776,IS_A,GO:0002376|GO:0048872
natural killer cell differentiation,GO:0001779,IS_A,GO:0030098|GO:0030101
neutrophil homeostasis,GO:0001780,IS_A,GO:0002262|GO:0001776
natural killer cell proliferation,GO:0001787,IS_A,GO:0046651|GO:0030101
antibody-dependent cellular cytotoxicity,GO:0001788,IS_A,GO:0001794|GO:0001909
negative regulation of type IIa hypersensitivity,GO:0001797,IS_A,GO:0001796|GO:0002893
positive regulation of type IIa hypersensitivity,GO:0001798,IS_A,GO:0001796|GO:0002894
negative regulation of type IIb hypersensitivity,GO:0001800,IS_A,GO:0002893|GO:0001799
positive regulation of type IIb hypersensitivity,GO:0001801,IS_A,GO:0002894|GO:0001799
type IV hypersensitivity,GO:0001806,IS_A,GO:0002456|GO:0002524
regulation of type IV hypersensitivity,GO:0001807,IS_A,GO:0002883|GO:0002709
regulation of type I hypersensitivity,GO:0001810,IS_A,GO:0002883|GO:0002889
regulation of antibody-dependent cellular cytotoxicity,GO:0001813,IS_A,GO:0001910|GO:0001796
cytokine production,GO:0001816,IS_A,GO:0032501|GO:0010467
regulation of cytokine production,GO:0001817,IS_A,GO:0051239|GO:0010468
serotonin secretion,GO:0001820,IS_A,GO:0023061|GO:0006837
histamine secretion,GO:0001821,IS_A,GO:0051608|GO:0046903
inner cell mass cellular morphogenesis,GO:0001828,IS_A,GO:0000904|GO:0048598
trophectodermal cellular morphogenesis,GO:0001831,IS_A,GO:0000904|GO:0048598
NK T cell proliferation,GO:0001866,IS_A,GO:0051132|GO:0046633
regulation of complement activation,GO:0001868,IS_A,GO:0030449|GO:0045088
detection of yeast,GO:0001879,IS_A,GO:0001878|GO:0016046
Mullerian duct regression,GO:0001880,IS_A,GO:0003006|GO:0060033
placenta development,GO:0001890,IS_A,GO:0048608|GO:0048513
embryonic placenta development,GO:0001892,IS_A,GO:0048568|GO:0003006
cytolysis by symbiont of host cells,GO:0001897,IS_A,GO:0051801|GO:0001907
regulation of cytolysis by symbiont of host cells,GO:0001898,IS_A,GO:0051802|GO:0043903
negative regulation of cytolysis by symbiont of host cells,GO:0001899,IS_A,GO:0001898|GO:0051803
positive regulation of cytolysis by symbiont of host cells,GO:0001900,IS_A,GO:0001898|GO:0051804
